ID,Text,Class,Remarks
229,কদিন ধরে আমার শরীরটা মোটেই সুবিধার মনে হচ্ছে না,Sadness,
230,আমার কর্তব্য মানুষের কাছে খোদার বাণী পৌঁছাইয়া দেওয়া,Happiness,
231,তুই আবার এর মধ্যে অত লম্বা-চওড়া কথা বলিস কেন,Anger,
232,কিন্ত দেখিতেছেন না এই বজরাতে ভাগ্যের কেমন অত্যাশ্চর্য লীলাখেলা চলিতেছে?,Surprise,
233,এ কী করে সম্ভব! তোর কি মাথা খারাপ হলো নাকি?,Surprise,
234,তুই কি সত্যিই এই চাস যে পীরসাহেবের বদদোয়া নিয়ে সংসারে আগুন ধরিয়ে দিই?,Anger,
235,পর্দা ওঠার সঙ্গে সঙ্গে মোনাজাত করে নামাজ শেষ করে খোদেজা পান বানাতে বসেন,Happiness,
236,"হাতেম আলি- সারা বিকাল, সন্ধ্যা কাটল আশায় আশায় যে বা্ল্যবন্ধু আনোয়ার আসবে।",Happiness,
237,"ভেবেছিলাম, সাহায্য করতে পারবে না বলে থাকলেও চিরদিনের বন্ধুত্বের খাতিরে শেষে কোনো প্রকারে টাকা জোগাড় করে বাল্যবন্ধুকে বিপদ উদ্ধার করতে আসবে",Disgust,
238,"এক মুহূর্তের স্ত্রীর প্রতি যেমন দায়িত্ব, দশ বছরের স্ত্রীর প্রতিও সেই সমান দায়িত্ব",Happiness,
239,কিন্ত দেখে মনে হয় তাঁর চোখটা যেন হিংস্র জন্তর মতো দপ করে জ্বলে ওঠে,Anger,
240,"মেয়েটার ঘাড়েই শুধু শয়তান বসে নাই, তার ভিতরেও শয়তান",Anger,
241,"খোদা খোদা, আমার মাথা ঘুরছে।",Fear,
242,"তাঁর চোখে পানি নাই বটে, কিন্তু দু:খে বুক নিশ্চয় ফেটে যাচ্ছে",Sadness,
243,"বহুত হইয়াছে, আর ফ্যাঁকড়া তুলিবেন না",Disgust,
244,স্নেহ বিবর্জিতভাবে সৎমায়ের ঘরে মানুষ-হওয়া আমার মাতৃহারা বিবিটি জীবনে কখনো স্নেহ-মমতা পান নাই,Sadness,
245,"তাছাড়া খোদারই মর্জি,তিনি আমাকে অনেক ধনী মুরিদও দিয়েছেন, যাহাদের কাছে হাত পাতিলেই যাহাচাইব তাহাই তাঁহারা দিবেন",Happiness,
246,"হঠাৎ সব ভয় ভাবনা কেটে গেছে, আরও মনে হচ্ছে, নতুন এক জীবনের স্বাদ পেয়েছি।",Happiness,
247,ভাবতে ভাবতে শরীরে আর কিছু নাই,Disgust,
248,মূল কাটিয়া ফেলিলে বৃক্ষ দাঁড়াইতে পারে না,Sadness,
249,"মধ্যে কেবলমাত্র একটি রাত, তারপর বুদবুদের মতো জমিদারি শূন্যে মিলিয়ে যাবে, আর সজ্ঞানে সুস্থ দেহে আমাকে তাই চেয়ে চেয়ে দেখতে হবে, করার কিছুই থাকবে না।",Sadness,
250,মনের মধ্যে অশান্তি থাকলে ওষুধেও কাজ হয় না,Sadness,
251,জ্বলে গেল। হাড় ভেঙে গেল। আমাকে বাঁচাও,Sadness,
252,"কী তাজ্জব কথা, পাঁচ গ্রামে একজনও সুখী মানুষ পেলাম না!",Surprise,
253,"সময় ও স্রোত কাহারও অপেক্ষায় বসিয়া থাকে না, চিরকাল চলিতে থাকে",Sadness,
254,"নষ্ট স্বাস্থ্য ও হারানো ধন পুনঃপ্রাপ্ত হওয়া যায়, কিন্তু সময় একবার গত হইয়া গেলে আর ফিরিয়া আসে না",Sadness,
255,গত সময়ের জন্য অনুশোচনা করা নিষ্ফল,Sadness,
256,এ সময় যদি আমরা নিষ্ঠার সঙ্গে জ্ঞানের অনুশীলন করে যাই তবে ভবিষ্যৎ সম্ভাবনাময় হবে,Happiness,
